,player_name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,position,date_of_birth,age,nationality,club_name,league_name,season,year,position_index
2377,Leon Balogun,0,0,0,0,0,40,58,0,0,0,0,2019-09-21T16:30:00Z,0,13,0,0,0,0,6,0,4502,0,0,0,0,-426,12,438,44,FALSE,0,6,Centre-Back,6/28/1988,31,Nigeria,Brighton & Hove Albion,Premier League,2019/2020,2019,2
2378,Leroy Sané,0,0,0,0,0,216,57,0,0,0,0,2019-09-21T14:00:00Z,0,18,0,0,0,0,6,0,17975,0,8,0,0,-633,103,736,93,TRUE,0,6,Left Winger,1/11/1996,23,Germany,Manchester City,Premier League,2019/2020,2019,4
2379,Lewis Cook,0,0,4,0,0.1,79,59,0,0,0.1,1.2,2019-09-20T19:00:00Z,13,16,0,0,0,0,6,0,1166,3,1,0,1,662,765,103,50,FALSE,0,6,Central Midfield,2/3/1997,22,England,AFC Bournemouth,Premier League,2019/2020,2019,3
2380,Lewis Dunk,0,1,26,1,0.6,42,58,0,0,5.8,21,2019-09-21T16:30:00Z,90,13,0,0,0,0,6,0,747719,0,0,36,6,-17923,15339,33262,46,FALSE,1,6,Centre-Back,11/21/1991,27,England,Brighton & Hove Albion,Premier League,2019/2020,2019,2
2381,Lewis Gibson,0,0,0,0,0,477,55,0,0,0,0,2019-09-21T14:00:00Z,0,15,0,0,0,0,6,0,11591,2,0,0,0,-285,276,561,44,TRUE,0,6,Centre-Back,7/19/2000,18,England,Everton FC,Premier League,2019/2020,2019,2
2382,Lloyd Kelly,0,0,0,0,0,64,59,0,0,0,0,2019-09-20T19:00:00Z,0,16,0,0,0,0,6,0,3376,3,1,0,0,-143,108,251,44,FALSE,0,6,Left-Back,10/6/1998,20,England,AFC Bournemouth,Premier League,2019/2020,2019,2
2383,Lovre Kalinic,0,0,0,0,0,474,51,0,0,0,0,2019-09-22T15:30:00Z,0,1,0,0,0,0,6,0,6627,2,3,0,0,-92,97,189,44,FALSE,0,6,Goalkeeper,4/3/1990,29,Croatia,Aston Villa,Premier League,2019/2020,2019,1
2384,Lucas Digne,0,0,12,0,19.3,141,55,2,0,5.8,13.6,2019-09-21T14:00:00Z,90,15,0,0,0,0,6,0,2021685,2,0,25,1,12177,88691,76514,62,TRUE,0,6,Left-Back,7/20/1993,25,France,Everton FC,Premier League,2019/2020,2019,2
2385,Lucas Torreira,0,0,0,0,17.6,19,51,0,0,4.5,2.6,2019-09-22T15:30:00Z,18,2,0,0,0,0,6,0,108319,2,3,25,1,-4676,3727,8403,49,TRUE,0,6,Defensive Midfield,2/11/1996,23,Uruguay,Arsenal FC,Premier League,2019/2020,2019,3
2386,Lukasz Fabianski,0,1,26,1,0,388,60,0,0,2.4,24,2019-09-22T13:00:00Z,90,12,0,0,0,0,6,3,311621,0,2,0,8,10472,21132,10660,50,TRUE,0,6,Goalkeeper,4/18/1985,34,Poland,West Ham United,Premier League,2019/2020,2019,1
2387,Luka Milivojevic,0,0,13,0,20.1,134,54,1,0,4.3,13.8,2019-09-22T13:00:00Z,90,20,0,0,0,0,6,0,245254,1,1,9,2,-24796,2512,27308,68,TRUE,0,6,Defensive Midfield,4/7/1991,28,Serbia,Crystal Palace,Premier League,2019/2020,2019,3
2388,Luke Freeman,0,0,0,0,0,441,55,0,0,0,0,2019-09-21T14:00:00Z,0,8,0,0,0,0,6,0,6707,2,0,0,0,-730,77,807,54,FALSE,0,6,Attacking Midfield,3/22/1992,27,England,Sheffield United,Premier League,2019/2020,2019,4
2389,Luke Shaw,0,0,0,0,0,226,60,0,0,0,0,2019-09-22T13:00:00Z,0,19,0,0,0,0,6,0,56572,0,2,0,0,-6900,92,6992,54,FALSE,0,6,Left-Back,7/12/1995,23,England,Manchester United,Premier League,2019/2020,2019,2
2390,Lys Mousset,0,0,24,0,1,70,55,0,1,5.2,32,2019-09-21T14:00:00Z,28,8,0,0,0,0,6,0,20955,2,0,19,5,-866,1438,2304,49,FALSE,0,6,Centre-Forward,2/8/1996,23,France,Sheffield United,Premier League,2019/2020,2019,5
2391,Maarten Stekelenburg,0,0,0,0,0,149,55,0,0,0,0,2019-09-21T14:00:00Z,0,15,0,0,0,0,6,0,635887,2,0,0,0,8799,17929,9130,40,TRUE,0,6,Goalkeeper,9/22/1982,36,Netherlands,Everton FC,Premier League,2019/2020,2019,1
2392,Mamadou Sakho,0,0,14,0,0.4,125,54,1,0,1.8,13.6,2019-09-22T13:00:00Z,90,20,0,0,0,0,6,0,6527,1,1,4,2,295,672,377,50,TRUE,0,6,Centre-Back,2/13/1990,29,France,Crystal Palace,Premier League,2019/2020,2019,2
2393,Manuel Lanzini,0,0,0,0,0,391,60,0,0,0,0,2019-09-22T13:00:00Z,0,12,0,0,0,0,6,0,196301,0,2,0,0,-33151,13106,46257,66,TRUE,0,6,Attacking Midfield,2/15/1993,26,Argentina,West Ham United,Premier League,2019/2020,2019,4
2394,Marcos Alonso,0,0,17,0,43.3,103,53,1,0,5.9,13,2019-09-22T15:30:00Z,75,10,0,0,0,0,6,0,155099,2,1,3,1,-289,6383,6672,62,TRUE,1,6,Left-Back,12/28/1990,28,Spain,Chelsea FC,Premier League,2019/2020,2019,2
2395,Marcos Rojo,0,0,0,0,0,227,60,0,0,0,0,2019-09-22T13:00:00Z,0,19,0,0,0,0,6,0,9565,0,2,0,0,-258,264,522,48,FALSE,0,6,Centre-Back,3/20/1990,29,Argentina,Manchester United,Premier League,2019/2020,2019,2
2396,Marco Stiepermann,0,0,8,0,17.9,285,52,2,0,3.2,9.6,2019-09-21T14:00:00Z,74,5,0,0,0,0,6,0,7722,0,2,4,2,94,842,748,54,FALSE,0,6,Attacking Midfield,2/9/1991,28,Germany,Norwich City,Premier League,2019/2020,2019,4
2397,Marcus Rashford,0,0,5,0,12.5,233,60,1,0,2.3,4.6,2019-09-22T13:00:00Z,60,19,0,0,0,0,6,0,1233336,0,2,6,2,-79465,29569,109034,85,FALSE,0,6,Left Winger,10/31/1997,21,England,Manchester United,Premier League,2019/2020,2019,4
2398,Marc Albrighton,0,0,0,0,0,174,56,0,0,0,0,2019-09-21T11:30:00Z,0,17,0,0,0,0,6,0,14905,1,2,0,0,-1052,274,1326,54,TRUE,0,6,Right Midfield,11/18/1989,29,England,Leicester City,Premier League,2019/2020,2019,3
2399,Mario Vrancic,0,0,0,0,0,282,52,0,0,0,0,2019-09-21T14:00:00Z,0,5,0,0,0,0,6,0,5933,0,2,0,0,-1232,26,1258,63,FALSE,0,6,Central Midfield,5/23/1989,30,Bosnia-Herzegovina,Norwich City,Premier League,2019/2020,2019,3
2400,Mark Noble,1,0,16,1,14.8,396,60,0,0,2.6,4.4,2019-09-22T13:00:00Z,90,12,0,0,0,0,6,0,51285,0,2,7,5,1237,7582,6345,50,TRUE,1,6,Central Midfield,5/8/1987,32,England,West Ham United,Premier League,2019/2020,2019,3
2401,Mark Travers,0,0,0,0,0,74,59,0,0,0,0,2019-09-20T19:00:00Z,0,16,0,0,0,0,6,0,13294,3,1,0,0,-469,175,644,44,FALSE,0,6,Goalkeeper,5/18/1999,20,Ireland,AFC Bournemouth,Premier League,2019/2020,2019,1
2402,Martin Dubravka,0,0,24,1,0,262,58,0,0,1.4,13.8,2019-09-21T16:30:00Z,90,4,0,0,0,0,6,2,65614,0,0,0,6,1555,4410,2855,50,TRUE,0,6,Goalkeeper,1/15/1989,30,Slovakia,Newcastle United,Premier League,2019/2020,2019,1
2403,Martin Kelly,0,0,0,0,0,128,54,0,0,0,0,2019-09-22T13:00:00Z,0,20,0,0,0,0,6,0,1684455,1,1,0,0,-102803,29945,132748,41,TRUE,0,6,Right-Back,4/27/1990,29,England,Crystal Palace,Premier League,2019/2020,2019,2
2404,Martín Montoya,0,0,20,1,4.1,38,58,0,0,2.1,15.2,2019-09-21T16:30:00Z,90,13,0,0,0,0,6,0,50983,0,0,2,6,-7281,436,7717,45,FALSE,0,6,Right-Back,4/14/1991,28,Spain,Brighton & Hove Albion,Premier League,2019/2020,2019,2
2405,Marvelous Nakamba,0,0,14,0,1.2,491,51,3,0,3.2,23.4,2019-09-22T15:30:00Z,84,1,0,0,0,0,6,0,50183,2,3,7,2,18185,23089,4904,44,FALSE,0,6,Defensive Midfield,1/19/1994,25,Zimbabwe,Aston Villa,Premier League,2019/2020,2019,3
2406,Mason Greenwood,0,0,0,0,0,234,60,0,0,0,0,2019-09-22T13:00:00Z,0,19,0,0,0,0,6,0,908656,0,2,0,0,-79977,40575,120552,45,FALSE,0,6,Right Winger,10/1/2001,17,England,Manchester United,Premier League,2019/2020,2019,4
2407,Mason Holgate,0,0,0,0,0,478,55,0,0,0,0,2019-09-21T14:00:00Z,0,15,0,0,0,0,6,0,10938,2,0,0,0,-235,278,513,44,TRUE,0,6,Centre-Back,10/22/1996,22,England,Everton FC,Premier League,2019/2020,2019,2
2408,Mason Mount,0,0,0,0,16.8,463,53,2,0,3.1,3.8,2019-09-22T15:30:00Z,90,10,0,0,0,0,6,0,1514588,2,1,10,2,58206,265934,207728,65,TRUE,0,6,Attacking Midfield,1/10/1999,20,England,Chelsea FC,Premier League,2019/2020,2019,4
2409,Matej Vydra,0,0,0,0,0,92,52,0,0,0,0,2019-09-21T14:00:00Z,0,14,0,0,0,0,6,0,4847,0,2,0,0,345,741,396,54,TRUE,0,6,Centre-Forward,5/1/1992,27,Czech Republic,Burnley FC,Premier League,2019/2020,2019,5
2410,Mateo Kovacic,0,0,10,0,4.3,432,53,2,0,2,8,2019-09-22T15:30:00Z,90,10,0,0,0,0,6,0,72713,2,1,8,1,-3336,3211,6547,55,TRUE,1,6,Central Midfield,5/6/1994,25,Croatia,Chelsea FC,Premier League,2019/2020,2019,3
2411,Mathew Ryan,0,3,37,1,0,47,58,0,0,3.1,30.6,2019-09-21T16:30:00Z,90,13,0,0,0,0,6,4,862640,0,0,0,10,-34257,7106,41363,46,FALSE,0,6,Goalkeeper,4/8/1992,27,Australia,Brighton & Hove Albion,Premier League,2019/2020,2019,1
2412,Matthew Longstaff,0,0,0,0,0,540,58,0,0,0,0,2019-09-21T16:30:00Z,0,4,0,0,0,0,6,0,406,0,0,0,0,272,325,53,45,TRUE,0,6,Defensive Midfield,3/21/2000,19,England,Newcastle United,Premier League,2019/2020,2019,3
2413,Matthew Lowton,0,0,25,1,40,85,52,0,0,6.1,18.6,2019-09-21T14:00:00Z,90,14,0,0,0,0,6,0,58515,0,2,2,6,7940,12233,4293,45,TRUE,0,6,Right-Back,6/9/1989,30,England,Burnley FC,Premier League,2019/2020,2019,2
2414,Matty James,0,0,0,0,0,177,56,0,0,0,0,2019-09-21T11:30:00Z,0,17,0,0,0,0,6,0,13653,1,2,0,0,-947,312,1259,44,TRUE,0,6,Central Midfield,7/22/1991,27,England,Leicester City,Premier League,2019/2020,2019,3
2415,Matt Doherty,0,0,1,0,2.1,401,54,1,0,4.2,6.8,2019-09-22T13:00:00Z,56,7,0,0,0,0,6,0,170658,1,1,33,1,-3848,4925,8773,60,FALSE,0,6,Right-Back,1/16/1992,27,Ireland,Wolverhampton Wanderers,Premier League,2019/2020,2019,2
2416,Matt Ritchie,0,0,0,0,0,251,58,0,0,0,0,2019-09-21T16:30:00Z,0,4,0,0,0,0,6,0,16905,0,0,0,0,-2303,42,2345,54,TRUE,0,6,Left-Back,9/10/1989,29,Scotland,Newcastle United,Premier League,2019/2020,2019,2
2417,Matt Targett,0,0,0,0,0,309,51,0,0,0,0,2019-09-22T15:30:00Z,0,1,0,0,0,0,6,0,31314,2,3,0,0,-3353,38,3391,44,FALSE,0,6,Left-Back,9/18/1995,23,England,Aston Villa,Premier League,2019/2020,2019,2
2418,Max Kilman,0,0,0,0,0,408,54,0,0,0,0,2019-09-22T13:00:00Z,0,7,0,0,0,0,6,0,160618,1,1,0,0,3954,10262,6308,40,FALSE,0,6,Centre-Back,5/23/1997,22,England,Wolverhampton Wanderers,Premier League,2019/2020,2019,2
2419,Max Meyer,0,0,0,0,0,136,54,0,0,0,0,2019-09-22T13:00:00Z,0,20,0,0,0,0,6,0,7840,1,1,0,0,-594,90,684,53,TRUE,0,6,Attacking Midfield,9/18/1995,23,Germany,Crystal Palace,Premier League,2019/2020,2019,4
2420,Maya Yoshida,0,0,0,0,0,310,59,0,0,0,0,2019-09-20T19:00:00Z,0,3,0,0,0,0,6,0,29253,3,1,0,0,5712,7389,1677,44,TRUE,0,6,Centre-Back,8/24/1988,30,Japan,Southampton FC,Premier League,2019/2020,2019,2
2421,Mesut Özil,0,0,0,0,0,15,51,0,0,0,0,2019-09-22T15:30:00Z,0,2,0,0,0,0,6,0,47272,2,3,0,0,3818,5897,2079,73,TRUE,0,6,Attacking Midfield,10/15/1988,30,Germany,Arsenal FC,Premier League,2019/2020,2019,4
2422,Michael Keane,0,0,14,0,1.7,143,55,2,0,1.5,10.8,2019-09-21T14:00:00Z,90,15,0,0,0,0,6,0,243922,2,0,2,1,-8316,6814,15130,55,TRUE,0,6,Centre-Back,1/11/1993,26,England,Everton FC,Premier League,2019/2020,2019,2
2423,Michael McGovern,0,0,0,0,0,281,52,0,0,0,0,2019-09-21T14:00:00Z,0,5,0,0,0,0,6,0,350182,0,2,0,0,1663,10344,8681,40,FALSE,0,6,Goalkeeper,7/12/1984,34,Northern Ireland,Norwich City,Premier League,2019/2020,2019,1
2424,Michael Obafemi,0,0,0,0,0,314,59,0,0,0,0,2019-09-20T19:00:00Z,0,3,0,0,0,0,6,0,12733,3,1,0,0,-226,799,1025,50,TRUE,0,6,Centre-Forward,7/6/2000,18,Ireland,Southampton FC,Premier League,2019/2020,2019,5
2425,Michael Verrips,0,0,0,0,0,521,55,0,0,0,0,2019-09-21T14:00:00Z,0,8,0,0,0,0,6,0,2582,2,0,0,0,-67,24,91,45,FALSE,0,6,Goalkeeper,12/3/1996,22,Netherlands,Sheffield United,Premier League,2019/2020,2019,1
2426,Michail Antonio,0,0,0,0,0,389,60,0,0,0,0,2019-09-22T13:00:00Z,0,12,0,0,0,0,6,0,56986,0,2,0,0,-4957,28,4985,69,TRUE,0,6,Centre-Forward,3/28/1990,29,England,West Ham United,Premier League,2019/2020,2019,5
2427,Michy Batshuayi,0,0,-3,0,0.1,461,53,0,0,0.4,0,2019-09-22T15:30:00Z,13,10,0,0,0,0,6,0,26333,2,1,8,1,-1114,632,1746,67,TRUE,0,6,Centre-Forward,10/2/1993,25,Belgium,Chelsea FC,Premier League,2019/2020,2019,5
2428,Miguel Almirón,0,0,11,1,0.5,266,58,0,0,5,13,2019-09-21T16:30:00Z,72,4,0,0,0,0,6,0,37268,0,0,36,3,-11,2760,2771,59,TRUE,0,6,Attacking Midfield,2/10/1994,25,Paraguay,Newcastle United,Premier League,2019/2020,2019,4
2429,Mohamed Elyounoussi,0,0,0,0,0,322,59,0,0,0,0,2019-09-20T19:00:00Z,0,3,0,0,0,0,6,0,2305,3,1,0,0,-205,7,212,53,TRUE,0,6,Left Winger,8/4/1994,24,Norway,Southampton FC,Premier League,2019/2020,2019,4
2430,Mohamed Salah,1,0,11,0,15.3,191,53,1,0,6.6,14.8,2019-09-22T15:30:00Z,90,6,0,0,0,0,6,0,2804643,2,1,36,5,-80384,49872,130256,125,FALSE,0,6,Right Winger,6/15/1992,27,Egypt,Liverpool FC,Premier League,2019/2020,2019,4
2431,Moise Kean,0,0,2,0,18.8,496,55,2,0,9.8,0,2019-09-21T14:00:00Z,90,15,0,0,0,0,6,0,158077,2,0,80,2,-26520,3205,29725,67,TRUE,0,6,Centre-Forward,2/28/2000,19,Italy,Everton FC,Premier League,2019/2020,2019,5
2432,Morgan Gibbs-White,0,0,0,0,0,416,54,0,0,0,0,2019-09-22T13:00:00Z,0,7,0,0,0,0,6,0,5547,1,1,0,0,-284,103,387,49,FALSE,0,6,Central Midfield,1/27/2000,19,England,Wolverhampton Wanderers,Premier League,2019/2020,2019,3
2433,Morgan Schneiderlin,0,0,11,0,2.1,158,55,1,0,0.9,4.2,2019-09-21T14:00:00Z,54,15,0,0,0,0,6,0,61967,2,0,3,1,-956,2506,3462,45,TRUE,0,6,Defensive Midfield,11/8/1989,29,France,Everton FC,Premier League,2019/2020,2019,3
2434,Moritz Leitner,0,0,14,0,34.3,288,52,1,0,4.6,8.4,2019-09-21T14:00:00Z,77,5,0,0,0,0,6,0,15656,0,2,3,2,-2956,252,3208,45,FALSE,0,6,Central Midfield,12/8/1992,26,Germany,Norwich City,Premier League,2019/2020,2019,3
2435,Moussa Djenepo,0,0,0,0,0,438,59,0,0,0,0,2019-09-20T19:00:00Z,0,3,0,0,0,0,6,0,16848,3,1,0,0,10968,15570,4602,54,TRUE,0,6,Left Winger,6/15/1998,21,Mali,Southampton FC,Premier League,2019/2020,2019,4
2436,Moussa Sissoko,0,0,10,1,1.5,349,56,0,0,0.3,1.2,2019-09-21T11:30:00Z,66,9,0,0,0,0,6,0,165684,1,2,0,2,-7768,7372,15140,50,FALSE,1,6,Central Midfield,8/16/1989,29,France,Tottenham Hotspur,Premier League,2019/2020,2019,3
2437,N'Golo Kanté,0,1,28,0,3.5,119,53,2,1,5.7,43.8,2019-09-22T15:30:00Z,90,10,0,0,0,0,6,0,291536,2,1,10,8,-32242,2619,34861,50,TRUE,0,6,Central Midfield,3/29/1991,28,France,Chelsea FC,Premier League,2019/2020,2019,3
2438,Nacho Monreal,0,0,0,0,0,6,51,0,0,0,0,2019-09-22T15:30:00Z,0,2,0,0,0,0,6,0,29785,2,3,0,0,-7724,34,7758,50,TRUE,0,6,Left-Back,2/26/1986,33,Spain,Arsenal FC,Premier League,2019/2020,2019,2
2439,Nampalys Mendy,0,0,0,0,0,179,56,0,0,0,0,2019-09-21T11:30:00Z,0,17,0,0,0,0,6,0,49905,1,2,0,0,-1988,1477,3465,45,TRUE,0,6,Defensive Midfield,6/23/1992,27,France,Leicester City,Premier League,2019/2020,2019,3
2440,Nathaniel Chalobah,0,0,0,0,0,374,57,0,0,0,0,2019-09-21T14:00:00Z,0,11,0,0,0,0,6,0,14814,0,8,0,0,-555,397,952,45,FALSE,0,6,Defensive Midfield,12/12/1994,24,England,Watford FC,Premier League,2019/2020,2019,3
2441,Nathan Aké,0,0,26,0,0.1,59,59,1,1,6.8,51,2019-09-20T19:00:00Z,90,16,0,0,0,0,6,0,780394,3,1,17,8,-31335,12517,43852,49,FALSE,0,6,Centre-Back,2/18/1995,24,Netherlands,AFC Bournemouth,Premier League,2019/2020,2019,2
2442,Nathan Redmond,0,0,9,0,40.4,320,59,2,0,9.1,14.4,2019-09-20T19:00:00Z,87,3,0,0,0,0,6,0,52092,3,1,36,2,-7374,735,8109,63,TRUE,0,6,Left Winger,3/6/1994,25,England,Southampton FC,Premier League,2019/2020,2019,4
2443,Neal Maupay,0,0,3,1,4.2,502,58,0,0,9.9,0,2019-09-21T16:30:00Z,81,13,0,0,0,0,6,0,42582,0,0,95,2,4358,8883,4525,60,FALSE,0,6,Centre-Forward,8/14/1996,22,France,Brighton & Hove Albion,Premier League,2019/2020,2019,5
2444,Neil Taylor,0,0,12,0,1.9,24,51,3,0,1.3,10.6,2019-09-22T15:30:00Z,90,1,0,0,0,0,6,0,23150,2,3,0,1,1093,2692,1599,45,FALSE,0,6,Left-Back,2/7/1989,30,Wales,Aston Villa,Premier League,2019/2020,2019,2
2445,Nemanja Matic,0,0,11,0,3.9,247,60,1,0,2.6,11.4,2019-09-22T13:00:00Z,70,19,0,0,0,0,6,0,29834,0,2,11,2,-42,1534,1576,48,FALSE,0,6,Defensive Midfield,8/1/1988,30,Serbia,Manchester United,Premier League,2019/2020,2019,3
2446,Nick Pope,0,0,24,1,0,93,52,0,0,1.5,15,2019-09-21T14:00:00Z,90,14,0,0,0,0,6,2,909245,0,2,0,6,40882,62455,21573,46,TRUE,0,6,Goalkeeper,4/19/1992,27,England,Burnley FC,Premier League,2019/2020,2019,1
2447,Nicolas Pépé,0,2,30,0,61.8,488,51,2,1,17.9,47,2019-09-22T15:30:00Z,90,2,0,0,0,0,6,0,239513,2,3,70,8,-14143,14646,28789,94,TRUE,1,6,Right Winger,5/29/1995,24,Cote d'Ivoire,Arsenal FC,Premier League,2019/2020,2019,4
2448,Nicolás Otamendi,1,0,47,1,0.4,208,57,0,1,9.5,43.8,2019-09-21T14:00:00Z,62,18,0,0,0,0,6,0,179284,0,8,51,15,27382,39479,12097,54,TRUE,0,6,Centre-Back,2/12/1988,31,Argentina,Manchester City,Premier League,2019/2020,2019,2
2449,Oleksandr Zinchenko,0,0,0,0,0,206,57,0,0,0,0,2019-09-21T14:00:00Z,0,18,0,0,0,0,6,0,932403,0,8,0,0,-22814,45108,67922,56,TRUE,0,6,Left-Back,12/15/1996,22,Ukraine,Manchester City,Premier League,2019/2020,2019,2
2450,Oliver McBurnie,0,0,7,1,2.6,501,55,0,0,0.8,5.8,2019-09-21T14:00:00Z,83,8,0,0,0,0,6,0,9701,2,0,0,2,-954,632,1586,59,FALSE,0,6,Centre-Forward,6/4/1996,23,Scotland,Sheffield United,Premier League,2019/2020,2019,5
2451,Oliver Norwood,1,0,15,1,0.8,302,55,0,0,0.7,6.4,2019-09-21T14:00:00Z,63,8,0,0,0,0,6,0,16583,2,0,0,5,-1897,463,2360,49,FALSE,1,6,Central Midfield,4/12/1991,28,Northern Ireland,Sheffield United,Premier League,2019/2020,2019,3
2452,Oliver Skipp,0,0,0,0,0,352,56,0,0,0,0,2019-09-21T11:30:00Z,0,9,0,0,0,0,6,0,33547,1,2,0,0,-1357,527,1884,45,FALSE,0,6,Defensive Midfield,9/16/2000,18,England,Tottenham Hotspur,Premier League,2019/2020,2019,3
2453,Olivier Giroud,0,0,0,0,0,110,53,0,0,0,0,2019-09-22T15:30:00Z,0,10,0,0,0,0,6,0,90571,2,1,0,0,-10449,1056,11505,68,TRUE,0,6,Centre-Forward,9/30/1986,32,France,Chelsea FC,Premier League,2019/2020,2019,5
2454,Onel Hernández,0,0,0,0,0,284,52,0,0,0,0,2019-09-21T14:00:00Z,0,5,0,0,0,0,6,0,4060,0,2,0,0,-443,10,453,53,FALSE,0,6,Left Winger,2/1/1993,26,Cuba,Norwich City,Premier League,2019/2020,2019,4
2455,Pablo Fornals,0,0,13,1,14.9,399,60,0,0,2.4,6.8,2019-09-22T13:00:00Z,90,12,0,0,0,0,6,0,26053,0,2,2,3,-2933,242,3175,62,TRUE,0,6,Left Midfield,2/22/1996,23,Spain,West Ham United,Premier League,2019/2020,2019,3
2456,Pablo Zabaleta,0,0,5,0,0.1,379,60,0,0,0.3,2.6,2019-09-22T13:00:00Z,10,12,0,0,0,0,6,0,40509,0,2,0,1,-1186,791,1977,44,TRUE,0,6,Right-Back,1/16/1985,34,Argentina,West Ham United,Premier League,2019/2020,2019,2
2457,Pascal Groß,0,0,11,1,41.3,49,58,0,0,6,3.8,2019-09-21T16:30:00Z,81,13,0,0,0,0,6,0,49026,0,0,15,3,-5917,985,6902,65,FALSE,0,6,Attacking Midfield,6/15/1991,28,Germany,Brighton & Hove Albion,Premier League,2019/2020,2019,4
2458,Patrick Cutrone,0,0,3,0,0.1,487,54,0,0,0,0.2,2019-09-22T13:00:00Z,14,7,0,0,0,0,6,0,50387,1,1,0,1,-708,3180,3888,58,FALSE,0,6,Centre-Forward,1/3/1998,21,Italy,Wolverhampton Wanderers,Premier League,2019/2020,2019,5
2459,Patrick Roberts,0,0,2,0,0,435,52,0,0,0,0,2019-09-21T14:00:00Z,1,5,0,0,0,0,6,0,4641,0,2,0,1,-259,176,435,53,FALSE,0,6,Right Winger,2/5/1997,22,England,Manchester City,Premier League,2019/2020,2019,4
2460,Patrick Roberts,0,0,2,0,0,435,52,0,0,0,0,2019-09-21T14:00:00Z,1,5,0,0,0,0,6,0,4641,0,2,0,1,-259,176,435,53,FALSE,0,6,Right Winger,2/5/1997,22,England,Norwich City,Premier League,2019/2020,2019,4
2461,Patrick van Aanholt,0,0,10,0,3.2,123,54,1,0,2.6,11.2,2019-09-22T13:00:00Z,90,20,0,0,0,0,6,0,796583,1,1,12,2,-11529,51040,62569,56,TRUE,0,6,Left-Back,8/29/1990,28,Netherlands,Crystal Palace,Premier League,2019/2020,2019,2
2462,Paulo Gazzaniga,0,0,18,0,0,341,56,2,0,3.9,38.6,2019-09-21T11:30:00Z,90,9,0,0,0,0,6,5,16038,1,2,0,2,-229,320,549,44,FALSE,0,6,Goalkeeper,1/2/1992,27,Argentina,Tottenham Hotspur,Premier League,2019/2020,2019,1
2463,Paul Dummett,0,1,26,1,12.8,255,58,0,0,2.7,14.6,2019-09-21T16:30:00Z,90,4,0,0,0,0,6,0,23832,0,0,0,7,1393,2681,1288,45,TRUE,0,6,Centre-Back,9/26/1991,27,Wales,Newcastle United,Premier League,2019/2020,2019,2
2464,Paul Pogba,0,0,0,0,0,238,60,0,0,0,0,2019-09-22T13:00:00Z,0,19,0,0,0,0,6,0,323061,0,2,0,0,-64303,1140,65443,85,FALSE,0,6,Central Midfield,3/15/1993,26,France,Manchester United,Premier League,2019/2020,2019,3
2465,Philip Billing,1,0,23,0,13.8,476,59,1,0,4.6,29.4,2019-09-20T19:00:00Z,90,16,0,0,0,0,6,0,10314,3,1,3,5,-51,804,855,50,FALSE,0,6,Central Midfield,6/11/1996,23,Denmark,AFC Bournemouth,Premier League,2019/2020,2019,3
2466,Philip Heise,0,0,0,0,0,484,52,0,0,0,0,2019-09-21T14:00:00Z,0,5,0,0,0,0,6,0,52911,0,2,0,0,606,3447,2841,40,FALSE,0,6,Left-Back,6/20/1991,28,Germany,Norwich City,Premier League,2019/2020,2019,2
2467,Phil Bardsley,0,0,0,0,0,86,52,0,0,0,0,2019-09-21T14:00:00Z,0,14,0,0,0,0,6,0,10230,0,2,0,0,-323,197,520,44,TRUE,0,6,Right-Back,6/28/1985,34,Scotland,Burnley FC,Premier League,2019/2020,2019,2
2468,Phil Foden,0,0,0,0,0,220,57,0,0,0,0,2019-09-21T14:00:00Z,0,18,0,0,0,0,6,0,25327,0,8,0,0,-2649,204,2853,53,TRUE,0,6,Central Midfield,5/28/2000,19,England,Manchester City,Premier League,2019/2020,2019,3
2469,Phil Jagielka,0,0,6,0,0,444,55,0,0,1.3,13.2,2019-09-21T14:00:00Z,26,8,0,0,0,0,6,0,32307,2,0,0,1,-2007,340,2347,44,FALSE,0,6,Centre-Back,8/17/1982,36,England,Sheffield United,Premier League,2019/2020,2019,2
2470,Phil Jones,0,0,0,0,0,231,60,0,0,0,0,2019-09-22T13:00:00Z,0,19,0,0,0,0,6,0,11389,0,2,0,0,-382,276,658,48,FALSE,0,6,Centre-Back,2/21/1992,27,England,Manchester United,Premier League,2019/2020,2019,2
2471,Pierre-Emerick Aubameyang,0,0,26,0,1.6,11,51,2,1,9.5,34.6,2019-09-22T15:30:00Z,90,2,0,0,0,0,6,0,1618723,2,3,59,5,117466,158891,41425,110,TRUE,1,6,Centre-Forward,6/18/1989,30,Gabon,Arsenal FC,Premier League,2019/2020,2019,5
2472,Pontus Dahlberg,0,0,0,0,0,367,57,0,0,0,0,2019-09-21T14:00:00Z,0,11,0,0,0,0,6,0,9691,0,8,0,0,-220,91,311,44,FALSE,0,6,Goalkeeper,1/21/1999,20,Sweden,Watford FC,Premier League,2019/2020,2019,1
2473,Raheem Sterling,0,0,0,0,0,214,57,0,0,0,0,2019-09-21T14:00:00Z,0,18,0,0,0,0,6,0,2983608,0,8,0,0,-113776,47865,161641,122,TRUE,0,6,Left Winger,12/8/1994,24,England,Manchester City,Premier League,2019/2020,2019,4
